Sample in Buffer,Sample in Window,TRIGGER,receiver_0[31:0],ila_data[325:0],receiver_1[31:0],receiver_2[31:0],receiver_3[31:0],transmitter_0[31:0],transmitter_1[31:0],transmitter_2[31:0],transmitter_3[31:0],prbs_match_int[3:0],gtwiz_userclk_rx_usrclk2_int,gtwiz_userclk_rx_active_int,gtwiz_reset_all_int,gtwiz_reset_rx_done_int,gtwiz_userclk_tx_usrclk2_int,gtwiz_userclk_tx_active_int,gtpowergood_int[3:0],rx8b10ben_int[3:0],rxlpmen_int[3:0],rxcommadeten_int[3:0],rxmcommaalignen_int[3:0],rxpcommaalignen_int[3:0],rxbyteisaligned_int[3:0],rxbyterealign_int[3:0],rxcommadet_int[3:0],rxpmaresetdone_int[3:0],tx8b10ben_int[3:0],txpmaresetdone_int[3:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
802,802,0,8713bc3c,0083ffc03fffffffb08716bc3c8716bc3c8716bc3c8716bc3c8713bc3c8713bc3c4181a3308713bc3c,4181a330,8713bc3c,8713bc3c,8716bc3c,8716bc3c,8716bc3c,8716bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
803,803,0,8714bc3c,0083ffc03fffffffb08717bc3c8717bc3c8717bc3c8717bc3c8714bc3c8714bc3c0181a33a8714bc3c,0181a33a,8714bc3c,8714bc3c,8717bc3c,8717bc3c,8717bc3c,8717bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
804,804,0,8715bc3c,0083ffc03ffffffea08718bc3c8718bc3c8718bc3c8718bc3c8715bc3c8715bc3c4181a33f8715bc3c,4181a33f,8715bc3c,8715bc3c,8718bc3c,8718bc3c,8718bc3c,8718bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
805,805,0,8716bc3c,0083ffc03ffffffea08719bc3c8719bc3c8719bc3c8719bc3c8716bc3c8716bc3c0181a32b8716bc3c,0181a32b,8716bc3c,8716bc3c,8719bc3c,8719bc3c,8719bc3c,8719bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
806,806,0,8717bc3c,0083ffc03fffffffa0871abc3c871abc3c871abc3c871abc3c8717bc3c8717bc3c41811cd48717bc3c,41811cd4,8717bc3c,8717bc3c,871abc3c,871abc3c,871abc3c,871abc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
807,807,0,8718bc3c,0083ffc03fffffffb0871bbc3c871bbc3c871bbc3c871bbc3c8718bc3c8718bc3c41811cc68718bc3c,41811cc6,8718bc3c,8718bc3c,871bbc3c,871bbc3c,871bbc3c,871bbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
808,808,0,8719bc3c,0083ffc03fffffffb0871cbc3c871cbc3c871cbc3c871cbc3c8719bc3c8719bc3c41811ccc8719bc3c,41811ccc,8719bc3c,8719bc3c,871cbc3c,871cbc3c,871cbc3c,871cbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
809,809,0,871abc3c,0083ffc03ffffffea0871dbc3c871dbc3c871dbc3c871dbc3c871abc3c871abc3c01811cc2871abc3c,01811cc2,871abc3c,871abc3c,871dbc3c,871dbc3c,871dbc3c,871dbc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
810,810,0,871bbc3c,0083ffc03ffffffea0871ebc3c871ebc3c871ebc3c871ebc3c871bbc3c871bbc3c0181a32d871bbc3c,0181a32d,871bbc3c,871bbc3c,871ebc3c,871ebc3c,871ebc3c,871ebc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
811,811,0,871cbc3c,0083ffc03fffffffa0871fbc3c871fbc3c871fbc3c871fbc3c871cbc3c871cbc3c01811cc1871cbc3c,01811cc1,871cbc3c,871cbc3c,871fbc3c,871fbc3c,871fbc3c,871fbc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
812,812,0,871dbc3c,0083ffc03fffffffb08720bc3c8720bc3c8720bc3c8720bc3c871dbc3c871dbc3c41811cd1871dbc3c,41811cd1,871dbc3c,871dbc3c,8720bc3c,8720bc3c,8720bc3c,8720bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
813,813,0,871ebc3c,0083ffc03fffffffb08721bc3c8721bc3c8721bc3c8721bc3c871ebc3c871ebc3c4181a34f871ebc3c,4181a34f,871ebc3c,871ebc3c,8721bc3c,8721bc3c,8721bc3c,8721bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
814,814,0,871fbc3c,0083ffc03ffffffea08722bc3c8722bc3c8722bc3c8722bc3c871fbc3c871fbc3c0181a33a871fbc3c,0181a33a,871fbc3c,871fbc3c,8722bc3c,8722bc3c,8722bc3c,8722bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
815,815,0,8720bc3c,0083ffc03ffffffea08723bc3c8723bc3c8723bc3c8723bc3c8720bc3c8720bc3c41811c9c8720bc3c,41811c9c,8720bc3c,8720bc3c,8723bc3c,8723bc3c,8723bc3c,8723bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
816,816,0,8721bc3c,0083ffc03fffffffa08724bc3c8724bc3c8724bc3c8724bc3c8721bc3c8721bc3c01811c378721bc3c,01811c37,8721bc3c,8721bc3c,8724bc3c,8724bc3c,8724bc3c,8724bc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
817,817,0,8722bc3c,0083ffc03fffffffb08725bc3c8725bc3c8725bc3c8725bc3c8722bc3c8722bc3c41811c908722bc3c,41811c90,8722bc3c,8722bc3c,8725bc3c,8725bc3c,8725bc3c,8725bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
818,818,0,8723bc3c,0083ffc03fffffffb08726bc3c8726bc3c8726bc3c8726bc3c8723bc3c8723bc3c4181a3718723bc3c,4181a371,8723bc3c,8723bc3c,8726bc3c,8726bc3c,8726bc3c,8726bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
819,819,0,8724bc3c,0083ffc03ffffffea08727bc3c8727bc3c8727bc3c8727bc3c8724bc3c8724bc3c41811c9f8724bc3c,41811c9f,8724bc3c,8724bc3c,8727bc3c,8727bc3c,8727bc3c,8727bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
820,820,0,8725bc3c,0083ffc03ffffffea08728bc3c8728bc3c8728bc3c8728bc3c8725bc3c8725bc3c4181a3728725bc3c,4181a372,8725bc3c,8725bc3c,8728bc3c,8728bc3c,8728bc3c,8728bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
821,821,0,8726bc3c,0083ffc03fffffffa08729bc3c8729bc3c8729bc3c8729bc3c8726bc3c8726bc3c0181a3788726bc3c,0181a378,8726bc3c,8726bc3c,8729bc3c,8729bc3c,8729bc3c,8729bc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
822,822,0,8727bc3c,0083ffc03fffffffb0872abc3c872abc3c872abc3c872abc3c8727bc3c8727bc3c0181a3638727bc3c,0181a363,8727bc3c,8727bc3c,872abc3c,872abc3c,872abc3c,872abc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
823,823,0,8728bc3c,0083ffc03fffffffb0872bbc3c872bbc3c872bbc3c872bbc3c8728bc3c8728bc3c0181a36c8728bc3c,0181a36c,8728bc3c,8728bc3c,872bbc3c,872bbc3c,872bbc3c,872bbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
824,824,0,8729bc3c,0083ffc03ffffffea0872cbc3c872cbc3c872cbc3c872cbc3c8729bc3c8729bc3c41811c948729bc3c,41811c94,8729bc3c,8729bc3c,872cbc3c,872cbc3c,872cbc3c,872cbc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
825,825,0,872abc3c,0083ffc03ffffffea0872dbc3c872dbc3c872dbc3c872dbc3c872abc3c872abc3c01811c9f872abc3c,01811c9f,872abc3c,872abc3c,872dbc3c,872dbc3c,872dbc3c,872dbc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
826,826,0,872bbc3c,0083ffc03fffffffa0872ebc3c872ebc3c872ebc3c872ebc3c872bbc3c872bbc3c41811c85872bbc3c,41811c85,872bbc3c,872bbc3c,872ebc3c,872ebc3c,872ebc3c,872ebc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
827,827,0,872cbc3c,0083ffc03fffffffb0872fbc3c872fbc3c872fbc3c872fbc3c872cbc3c872cbc3c01811c90872cbc3c,01811c90,872cbc3c,872cbc3c,872fbc3c,872fbc3c,872fbc3c,872fbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
828,828,0,872dbc3c,0083ffc03fffffffb08730bc3c8730bc3c8730bc3c8730bc3c872dbc3c872dbc3c4181a366872dbc3c,4181a366,872dbc3c,872dbc3c,8730bc3c,8730bc3c,8730bc3c,8730bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
829,829,0,872ebc3c,0083ffc03ffffffea08731bc3c8731bc3c8731bc3c8731bc3c872ebc3c872ebc3c0181a368872ebc3c,0181a368,872ebc3c,872ebc3c,8731bc3c,8731bc3c,8731bc3c,8731bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
830,830,0,872fbc3c,0083ffc03ffffffea08732bc3c8732bc3c8732bc3c8732bc3c872fbc3c872fbc3c01811c3d872fbc3c,01811c3d,872fbc3c,872fbc3c,8732bc3c,8732bc3c,8732bc3c,8732bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
831,831,0,8730bc3c,0083ffc03fffffffa08733bc3c8733bc3c8733bc3c8733bc3c8730bc3c8730bc3c01811c3b8730bc3c,01811c3b,8730bc3c,8730bc3c,8733bc3c,8733bc3c,8733bc3c,8733bc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
832,832,0,8731bc3c,0083ffc03fffffffb08734bc3c8734bc3c8734bc3c8734bc3c8731bc3c8731bc3c41811c878731bc3c,41811c87,8731bc3c,8731bc3c,8734bc3c,8734bc3c,8734bc3c,8734bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
833,833,0,8732bc3c,0083ffc03fffffffb08735bc3c8735bc3c8735bc3c8735bc3c8732bc3c8732bc3c0181a3608732bc3c,0181a360,8732bc3c,8732bc3c,8735bc3c,8735bc3c,8735bc3c,8735bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
834,834,0,8733bc3c,0083ffc03ffffffea08736bc3c8736bc3c8736bc3c8736bc3c8733bc3c8733bc3c4181a3698733bc3c,4181a369,8733bc3c,8733bc3c,8736bc3c,8736bc3c,8736bc3c,8736bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
835,835,0,8734bc3c,0083ffc03ffffffea08737bc3c8737bc3c8737bc3c8737bc3c8734bc3c8734bc3c0181a36f8734bc3c,0181a36f,8734bc3c,8734bc3c,8737bc3c,8737bc3c,8737bc3c,8737bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
836,836,0,8735bc3c,0083ffc03fffffffa08738bc3c8738bc3c8738bc3c8738bc3c8735bc3c8735bc3c4181a36a8735bc3c,4181a36a,8735bc3c,8735bc3c,8738bc3c,8738bc3c,8738bc3c,8738bc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
837,837,0,8736bc3c,0083ffc03fffffffb08739bc3c8739bc3c8739bc3c8739bc3c8736bc3c8736bc3c0181a3648736bc3c,0181a364,8736bc3c,8736bc3c,8739bc3c,8739bc3c,8739bc3c,8739bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
838,838,0,8737bc3c,0083ffc03fffffffb0873abc3c873abc3c873abc3c873abc3c8737bc3c8737bc3c0181a3748737bc3c,0181a374,8737bc3c,8737bc3c,873abc3c,873abc3c,873abc3c,873abc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
839,839,0,8738bc3c,0083ffc03ffffffea0873bbc3c873bbc3c873bbc3c873bbc3c8738bc3c8738bc3c0181a3668738bc3c,0181a366,8738bc3c,8738bc3c,873bbc3c,873bbc3c,873bbc3c,873bbc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
840,840,0,8739bc3c,0083ffc03ffffffea0873cbc3c873cbc3c873cbc3c873cbc3c8739bc3c8739bc3c41811c8c8739bc3c,41811c8c,8739bc3c,8739bc3c,873cbc3c,873cbc3c,873cbc3c,873cbc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
841,841,0,873abc3c,0083ffc03fffffffa0873dbc3c873dbc3c873dbc3c873dbc3c873abc3c873abc3c01811c82873abc3c,01811c82,873abc3c,873abc3c,873dbc3c,873dbc3c,873dbc3c,873dbc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
842,842,0,873bbc3c,0083ffc03fffffffb0873ebc3c873ebc3c873ebc3c873ebc3c873bbc3c873bbc3c41811c82873bbc3c,41811c82,873bbc3c,873bbc3c,873ebc3c,873ebc3c,873ebc3c,873ebc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
843,843,0,873cbc3c,0083ffc03fffffffb0873fbc3c873fbc3c873fbc3c873fbc3c873cbc3c873cbc3c0181a361873cbc3c,0181a361,873cbc3c,873cbc3c,873fbc3c,873fbc3c,873fbc3c,873fbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
844,844,0,873dbc3c,0083ffc03ffffffea08740bc3c8740bc3c8740bc3c8740bc3c873dbc3c873dbc3c41811c81873dbc3c,41811c81,873dbc3c,873dbc3c,8740bc3c,8740bc3c,8740bc3c,8740bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
845,845,0,873ebc3c,0083ffc03ffffffea08741bc3c8741bc3c8741bc3c8741bc3c873ebc3c873ebc3c01811c2f873ebc3c,01811c2f,873ebc3c,873ebc3c,8741bc3c,8741bc3c,8741bc3c,8741bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
846,846,0,873fbc3c,0083ffc03fffffffa08742bc3c8742bc3c8742bc3c8742bc3c873fbc3c873fbc3c41811c8f873fbc3c,41811c8f,873fbc3c,873fbc3c,8742bc3c,8742bc3c,8742bc3c,8742bc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
847,847,0,8740bc3c,0083ffc03fffffffb08743bc3c8743bc3c8743bc3c8743bc3c8740bc3c8740bc3c41811cbc8740bc3c,41811cbc,8740bc3c,8740bc3c,8743bc3c,8743bc3c,8743bc3c,8743bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
848,848,0,8741bc3c,0083ffc03fffffffb08744bc3c8744bc3c8744bc3c8744bc3c8741bc3c8741bc3c01811cb78741bc3c,01811cb7,8741bc3c,8741bc3c,8744bc3c,8744bc3c,8744bc3c,8744bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
849,849,0,8742bc3c,0083ffc03ffffffea08745bc3c8745bc3c8745bc3c8745bc3c8742bc3c8742bc3c41811cb68742bc3c,41811cb6,8742bc3c,8742bc3c,8745bc3c,8745bc3c,8745bc3c,8745bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
850,850,0,8743bc3c,0083ffc03ffffffea08746bc3c8746bc3c8746bc3c8746bc3c8743bc3c8743bc3c4181a3018743bc3c,4181a301,8743bc3c,8743bc3c,8746bc3c,8746bc3c,8746bc3c,8746bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
851,851,0,8744bc3c,0083ffc03fffffffa08747bc3c8747bc3c8747bc3c8747bc3c8744bc3c8744bc3c41811cb58744bc3c,41811cb5,8744bc3c,8744bc3c,8747bc3c,8747bc3c,8747bc3c,8747bc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
852,852,0,8745bc3c,0083ffc03fffffffb08748bc3c8748bc3c8748bc3c8748bc3c8745bc3c8745bc3c41811ca28745bc3c,41811ca2,8745bc3c,8745bc3c,8748bc3c,8748bc3c,8748bc3c,8748bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
853,853,0,8746bc3c,0083ffc03fffffffb08749bc3c8749bc3c8749bc3c8749bc3c8746bc3c8746bc3c0181a3138746bc3c,0181a313,8746bc3c,8746bc3c,8749bc3c,8749bc3c,8749bc3c,8749bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
854,854,0,8747bc3c,0083ffc03ffffffea0874abc3c874abc3c874abc3c874abc3c8747bc3c8747bc3c0181a31c8747bc3c,0181a31c,8747bc3c,8747bc3c,874abc3c,874abc3c,874abc3c,874abc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
855,855,0,8748bc3c,0083ffc03ffffffea0874bbc3c874bbc3c874bbc3c874bbc3c8748bc3c8748bc3c41811cb38748bc3c,41811cb3,8748bc3c,8748bc3c,874bbc3c,874bbc3c,874bbc3c,874bbc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
856,856,0,8749bc3c,0083ffc03fffffffa0874cbc3c874cbc3c874cbc3c874cbc3c8749bc3c8749bc3c4181a3048749bc3c,4181a304,8749bc3c,8749bc3c,874cbc3c,874cbc3c,874cbc3c,874cbc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
857,857,0,874abc3c,0083ffc03fffffffb0874dbc3c874dbc3c874dbc3c874dbc3c874abc3c874abc3c0181a315874abc3c,0181a315,874abc3c,874abc3c,874dbc3c,874dbc3c,874dbc3c,874dbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
858,858,0,874bbc3c,0083ffc03fffffffb0874ebc3c874ebc3c874ebc3c874ebc3c874bbc3c874bbc3c41811caf874bbc3c,41811caf,874bbc3c,874bbc3c,874ebc3c,874ebc3c,874ebc3c,874ebc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
859,859,0,874cbc3c,0083ffc03ffffffea0874fbc3c874fbc3c874fbc3c874fbc3c874cbc3c874cbc3c01811cb6874cbc3c,01811cb6,874cbc3c,874cbc3c,874fbc3c,874fbc3c,874fbc3c,874fbc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
860,860,0,874dbc3c,0083ffc03ffffffea08750bc3c8750bc3c8750bc3c8750bc3c874dbc3c874dbc3c41811ca0874dbc3c,41811ca0,874dbc3c,874dbc3c,8750bc3c,8750bc3c,8750bc3c,8750bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
861,861,0,874ebc3c,0083ffc03fffffffa08751bc3c8751bc3c8751bc3c8751bc3c874ebc3c874ebc3c01811ca7874ebc3c,01811ca7,874ebc3c,874ebc3c,8751bc3c,8751bc3c,8751bc3c,8751bc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
862,862,0,874fbc3c,0083ffc03fffffffb08752bc3c8752bc3c8752bc3c8752bc3c874fbc3c874fbc3c01811cbd874fbc3c,01811cbd,874fbc3c,874fbc3c,8752bc3c,8752bc3c,8752bc3c,8752bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
863,863,0,8750bc3c,0083ffc03fffffffb08753bc3c8753bc3c8753bc3c8753bc3c8750bc3c8750bc3c01811cbb8750bc3c,01811cbb,8750bc3c,8750bc3c,8753bc3c,8753bc3c,8753bc3c,8753bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
864,864,0,8751bc3c,0083ffc03ffffffea08754bc3c8754bc3c8754bc3c8754bc3c8751bc3c8751bc3c4181a3088751bc3c,4181a308,8751bc3c,8751bc3c,8754bc3c,8754bc3c,8754bc3c,8754bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
865,865,0,8752bc3c,0083ffc03ffffffea08755bc3c8755bc3c8755bc3c8755bc3c8752bc3c8752bc3c0181a3198752bc3c,0181a319,8752bc3c,8752bc3c,8755bc3c,8755bc3c,8755bc3c,8755bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
866,866,0,8753bc3c,0083ffc03fffffffa08756bc3c8756bc3c8756bc3c8756bc3c8753bc3c8753bc3c4181a3108753bc3c,4181a310,8753bc3c,8753bc3c,8756bc3c,8756bc3c,8756bc3c,8756bc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
867,867,0,8754bc3c,0083ffc03fffffffb08757bc3c8757bc3c8757bc3c8757bc3c8754bc3c8754bc3c0181a31a8754bc3c,0181a31a,8754bc3c,8754bc3c,8757bc3c,8757bc3c,8757bc3c,8757bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
868,868,0,8755bc3c,0083ffc03fffffffb08758bc3c8758bc3c8758bc3c8758bc3c8755bc3c8755bc3c41811cbf8755bc3c,41811cbf,8755bc3c,8755bc3c,8758bc3c,8758bc3c,8758bc3c,8758bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
869,869,0,8756bc3c,0083ffc03ffffffea08759bc3c8759bc3c8759bc3c8759bc3c8756bc3c8756bc3c01811cab8756bc3c,01811cab,8756bc3c,8756bc3c,8759bc3c,8759bc3c,8759bc3c,8759bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
870,870,0,8757bc3c,0083ffc03ffffffea0875abc3c875abc3c875abc3c875abc3c8757bc3c8757bc3c0181a3048757bc3c,0181a304,8757bc3c,8757bc3c,875abc3c,875abc3c,875abc3c,875abc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
871,871,0,8758bc3c,0083ffc03fffffffa0875bbc3c875bbc3c875bbc3c875bbc3c8758bc3c8758bc3c0181a3008758bc3c,0181a300,8758bc3c,8758bc3c,875bbc3c,875bbc3c,875bbc3c,875bbc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
872,872,0,8759bc3c,0083ffc03fffffffb0875cbc3c875cbc3c875cbc3c875cbc3c8759bc3c8759bc3c4181a3188759bc3c,4181a318,8759bc3c,8759bc3c,875cbc3c,875cbc3c,875cbc3c,875cbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
873,873,0,875abc3c,0083ffc03fffffffb0875dbc3c875dbc3c875dbc3c875dbc3c875abc3c875abc3c01811cad875abc3c,01811cad,875abc3c,875abc3c,875dbc3c,875dbc3c,875dbc3c,875dbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
874,874,0,875bbc3c,0083ffc03ffffffea0875ebc3c875ebc3c875ebc3c875ebc3c875bbc3c875bbc3c0181a302875bbc3c,0181a302,875bbc3c,875bbc3c,875ebc3c,875ebc3c,875ebc3c,875ebc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
875,875,0,875cbc3c,0083ffc03ffffffea0875fbc3c875fbc3c875fbc3c875fbc3c875cbc3c875cbc3c01811cae875cbc3c,01811cae,875cbc3c,875cbc3c,875fbc3c,875fbc3c,875fbc3c,875fbc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
876,876,0,875dbc3c,0083ffc03fffffffa08760bc3c8760bc3c8760bc3c8760bc3c875dbc3c875dbc3c0181a301875dbc3c,0181a301,875dbc3c,875dbc3c,8760bc3c,8760bc3c,8760bc3c,8760bc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
877,877,0,875ebc3c,0083ffc03fffffffb08761bc3c8761bc3c8761bc3c8761bc3c875ebc3c875ebc3c4181a350875ebc3c,4181a350,875ebc3c,875ebc3c,8761bc3c,8761bc3c,8761bc3c,8761bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
878,878,0,875fbc3c,0083ffc03fffffffb08762bc3c8762bc3c8762bc3c8762bc3c875fbc3c875fbc3c0181a30f875fbc3c,0181a30f,875fbc3c,875fbc3c,8762bc3c,8762bc3c,8762bc3c,8762bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
879,879,0,8760bc3c,0083ffc03ffffffea08763bc3c8763bc3c8763bc3c8763bc3c8760bc3c8760bc3c0181a3238760bc3c,0181a323,8760bc3c,8760bc3c,8763bc3c,8763bc3c,8763bc3c,8763bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
880,880,0,8761bc3c,0083ffc03ffffffea08764bc3c8764bc3c8764bc3c8764bc3c8761bc3c8761bc3c4181a3378761bc3c,4181a337,8761bc3c,8761bc3c,8764bc3c,8764bc3c,8764bc3c,8764bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
881,881,0,8762bc3c,0083ffc03fffffffa08765bc3c8765bc3c8765bc3c8765bc3c8762bc3c8762bc3c0181a3298762bc3c,0181a329,8762bc3c,8762bc3c,8765bc3c,8765bc3c,8765bc3c,8765bc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
882,882,0,8763bc3c,0083ffc03fffffffb08766bc3c8766bc3c8766bc3c8766bc3c8763bc3c8763bc3c4181a3318763bc3c,4181a331,8763bc3c,8763bc3c,8766bc3c,8766bc3c,8766bc3c,8766bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
883,883,0,8764bc3c,0083ffc03fffffffb08767bc3c8767bc3c8767bc3c8767bc3c8764bc3c8764bc3c0181a32a8764bc3c,0181a32a,8764bc3c,8764bc3c,8767bc3c,8767bc3c,8767bc3c,8767bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
884,884,0,8765bc3c,0083ffc03ffffffea08768bc3c8768bc3c8768bc3c8768bc3c8765bc3c8765bc3c41811cc28765bc3c,41811cc2,8765bc3c,8765bc3c,8768bc3c,8768bc3c,8768bc3c,8768bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
885,885,0,8766bc3c,0083ffc03ffffffea08769bc3c8769bc3c8769bc3c8769bc3c8766bc3c8766bc3c01811cd38766bc3c,01811cd3,8766bc3c,8766bc3c,8769bc3c,8769bc3c,8769bc3c,8769bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
886,886,0,8767bc3c,0083ffc03fffffffa0876abc3c876abc3c876abc3c876abc3c8767bc3c8767bc3c41811cdc8767bc3c,41811cdc,8767bc3c,8767bc3c,876abc3c,876abc3c,876abc3c,876abc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
887,887,0,8768bc3c,0083ffc03fffffffb0876bbc3c876bbc3c876bbc3c876bbc3c8768bc3c8768bc3c41811cd38768bc3c,41811cd3,8768bc3c,8768bc3c,876bbc3c,876bbc3c,876bbc3c,876bbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
